t,x
0.000000000000000,0.500000000000000
0.100000000000000,0.507804474505007
0.200000000000000,0.510944041270356
0.300000000000000,0.509025939610767
0.400000000000000,0.501680520924488
0.500000000000000,0.488557955128551
0.600000000000000,0.469322951103009
0.700000000000000,0.443648114372786
0.800000000000000,0.411206816985251
0.900000000000000,0.371666738585568
1.000000000000000,0.324685599958071
1.100000000000000,0.269911106753616
1.200000000000000,0.206987802330007
1.300000000000000,0.135574408433157
1.400000000000000,0.055376227646613
1.500000000000000,-0.033801993559772
1.600000000000000,-0.131977332855203
1.700000000000000,-0.238880660998954
1.800000000000001,-0.353821564833932
1.900000000000001,-0.475539630888360
2.000000000000000,-0.602072397078403
2.100000000000001,-0.730688983740284
2.200000000000001,-0.857948268346751
2.300000000000001,-0.979925962532427
2.400000000000001,-1.092606296809743
2.500000000000001,-1.192363070880952
2.600000000000001,-1.276399566413861
2.700000000000001,-1.343018307532397
2.800000000000001,-1.391656709177942
2.900000000000001,-1.422714521857846
3.000000000000001,-1.437261320419346
3.100000000000001,-1.436722522918287
3.200000000000002,-1.422613211648500
3.300000000000002,-1.396348621463650
3.400000000000002,-1.359129237372980
3.500000000000002,-1.311883070270563
3.600000000000002,-1.255244467520551
3.700000000000002,-1.189551957023916
3.800000000000002,-1.114852721723902
3.900000000000002,-1.030906149515550
4.000000000000002,-0.937182937637491
4.100000000000001,-0.832859848959705
4.200000000000001,-0.716814394941692
4.300000000000001,-0.587629927868394
4.400000000000000,-0.443631874670839
4.500000000000000,-0.282992428951981
4.600000000000000,-0.103964910825827
4.699999999999999,0.094665305653088
4.799999999999999,0.312822649804361
4.899999999999999,0.548061582107731
4.999999999999998,0.794392230561934
5.099999999999998,1.041653906497953
5.199999999999998,1.276369401365232
5.299999999999997,1.484540014428430
5.399999999999997,1.655417609103252
5.499999999999996,1.784151625785249
5.599999999999996,1.871888626368191
5.699999999999996,1.923810035099464
5.799999999999995,1.946673749568930
5.899999999999995,1.947018239594474
5.999999999999995,1.930291073750076
6.099999999999994,1.900644757507038
6.199999999999994,1.861065394340429
6.299999999999994,1.813607341314401
6.399999999999993,1.759622577175540
6.499999999999993,1.699945437976944
6.599999999999993,1.635027405978586
6.699999999999992,1.565028971233041
6.799999999999992,1.489877997724057
6.899999999999992,1.409302783129515
6.999999999999991,1.322845899911119
7.099999999999991,1.229863032917287
7.199999999999990,1.129509787770585
7.299999999999990,1.020719087791436
7.399999999999990,0.902172719488908
7.499999999999989,0.772273665716737
7.599999999999989,0.629132636524724
7.699999999999989,0.470595197282951
7.799999999999988,0.294358331873429
7.899999999999988,0.098258737872469
7.999999999999988,-0.119148620616203
8.099999999999987,-0.357601466746724
8.199999999999987,-0.613735317745337
8.299999999999987,-0.879665834418180
8.399999999999986,-1.142529238007900
8.499999999999986,-1.386210131138195
8.599999999999985,-1.595439444688710
8.699999999999985,-1.760324927064276
8.799999999999985,-1.878502234248329
8.899999999999984,-1.953950147348404
8.999999999999984,-1.993996187963366
9.099999999999984,-2.006555313267244
9.199999999999983,-1.998538791920950
9.299999999999983,-1.975317791879394
9.399999999999983,-1.940780712222435
9.499999999999982,-1.897611873397581
9.599999999999982,-1.847594058745710
9.699999999999982,-1.791859801286432
9.799999999999981,-1.731076848978671
9.899999999999981,-1.665575958783200
9.999999999999981,-1.595434307645957
10.099999999999980,-1.520526433037424
10.199999999999980,-1.440551612252657
10.299999999999979,-1.355043756914375
10.399999999999979,-1.263367751947848
10.499999999999979,-1.164704804732546
10.599999999999978,-1.058028867190553
10.699999999999978,-0.942076824972776
10.799999999999978,-0.815317582319226
10.899999999999977,-0.675930727198480
10.999999999999977,-0.521816390225119
11.099999999999977,-0.350677383323331
11.199999999999976,-0.160245343891300
11.299999999999976,0.051239439450643
11.399999999999975,0.284165607427913
11.499999999999975,0.536250923446443
11.599999999999975,0.801045561921495
11.699999999999974,1.067046254629424
11.799999999999974,1.318685546673556
11.899999999999974,1.539861466043052
11.999999999999973,1.718682012906108
12.099999999999973,1.850559440544413
12.199999999999973,1.937922383340399
12.299999999999972,1.987492297294605
12.399999999999972,2.007275510872653
12.499999999999972,2.004600087035659
12.599999999999971,1.985316116239623
12.699999999999971,1.953729545655740
12.799999999999971,1.912847456102189
12.899999999999970,1.864688016847954
12.999999999999970,1.810551508060247
13.099999999999969,1.751225526764894
13.199999999999969,1.687128708294318
13.299999999999969,1.618405957477342
13.399999999999968,1.544987921749425
13.499999999999968,1.466624581340205
13.599999999999968,1.382899831396462
13.699999999999967,1.293231547246527
13.799999999999967,1.196860014683997
13.899999999999967,1.092826822328457
13.999999999999966,0.979946542388321
14.099999999999966,0.856775288906227
14.199999999999966,0.721584620600786
14.299999999999965,0.572358181090435
14.399999999999965,0.406844875485659
14.499999999999964,0.222729409260985
14.599999999999964,0.018017973066316
14.699999999999964,-0.208232776242684
14.799999999999963,-0.454747900886661
14.899999999999963,-0.716543086917674
14.999999999999963,-0.983719325147850
15.099999999999962,-1.241727010816573
15.199999999999962,-1.474124063273007
15.299999999999962,-1.667215429794699
15.399999999999961,-1.813969587299115
15.499999999999961,-1.914819158458222
15.599999999999961,-1.975480935831421
15.699999999999960,-2.003829682955318
15.799999999999960,-2.007543815112510
15.899999999999959,-1.992973325477484
15.999999999999959,-1.964894245666425
16.099999999999959,-1.926690837767566
16.199999999999960,-1.880661767470570
16.299999999999962,-1.828308869564378
16.399999999999963,-1.770563574621613
16.499999999999964,-1.707948820884132
16.599999999999966,-1.640688143703382
16.699999999999967,-1.568775237317429
16.799999999999969,-1.492014852792193
16.899999999999970,-1.410042807183466
16.999999999999972,-1.322330267752594
17.099999999999973,-1.228175616242096
17.199999999999974,-1.126686142274834
17.299999999999976,-1.016751686570682
17.399999999999977,-0.897013546823307
17.499999999999979,-0.765835345799163
17.599999999999980,-0.621289774765639
17.699999999999982,-0.461188795428452
17.799999999999983,-0.283208297466100
17.899999999999984,-0.085192690708416
17.999999999999986,0.134239020223621
18.099999999999987,0.374667090070597
18.199999999999989,0.632445599746734
18.299999999999990,0.899301256449216
18.399999999999991,1.161986817704469
18.499999999999993,1.404208988703593
18.599999999999994,1.610880934804643
18.699999999999996,1.772600521961364
18.799999999999997,1.887562439192150
18.899999999999999,1.960148011897005
19.000000000000000,1.997860219195253
19.100000000000001,2.008617493229174
19.200000000000003,1.999249414630260
19.300000000000004,1.975023429899344
19.400000000000006,1.939733413668839
19.500000000000007,1.895988368701590
19.600000000000009,1.845514833120973
19.700000000000010,1.789404540197168
19.800000000000011,1.728295805615585
19.900000000000013,1.662497859189720
20.000000000000014,1.592071607089472
20.100000000000016,1.516878627132978
20.200000000000017,1.436607127155432
20.300000000000018,1.350780780841974
20.400000000000020,1.258754249925284
20.500000000000021,1.159697885541244
20.600000000000023,1.052573653240193
20.700000000000024,0.936105033128301
20.800000000000026,0.808746203490334
20.900000000000027,0.668661582544482
21.000000000000028,0.513738082591280
21.100000000000030,0.341672424279857
21.200000000000031,0.150207065363344
21.300000000000033,-0.062373768672495
21.400000000000034,-0.296359592505318
21.500000000000036,-0.549294259308396
21.600000000000037,-0.814484810345288
21.700000000000038,-1.080178186305656
21.800000000000040,-1.330674215355190
21.900000000000041,-1.549968288459865
22.000000000000043,-1.726485521964229
22.100000000000044,-1.856025679598053
22.200000000000045,-1.941310054275757
22.300000000000047,-1.989192213646598
22.400000000000048,-2.007681716469285
22.500000000000050,-2.004044144041609
22.600000000000051,-1.984050018288909
22.700000000000053,-1.951933158366353
22.800000000000054,-1.910643731441100
22.900000000000055,-1.862157906373249
23.000000000000057,-1.807745853540389
23.100000000000058,-1.748173647789381
23.200000000000060,-1.683844236069739
23.300000000000061,-1.614890593298270
23.400000000000063,-1.541233688816742
23.500000000000064,-1.462614982337405
23.600000000000065,-1.378610188045314
23.700000000000067,-1.288628698784192
23.800000000000068,-1.191901492407730
23.900000000000070,-1.087459601587599
24.000000000000071,-0.974105517947929
24.100000000000072,-0.850381762533561
24.200000000000074,-0.714545404276816
24.300000000000075,-0.564566527691493
24.400000000000077,-0.398185516365436
24.500000000000078,-0.213091617938994
24.600000000000080,-0.007322488876050
24.700000000000081,0.219986553101830
24.800000000000082,0.467413117404794
24.900000000000084,0.729751243787914
25.000000000000085,0.996847516270243
25.100000000000087,1.253971812271568
25.200000000000088,1.484702088300405
25.300000000000090,1.675600169322987
25.400000000000091,1.820015227856888
25.500000000000092,1.918710046624925
25.600000000000094,1.977580424570160
25.700000000000095,2.004536646537088
25.800000000000097,2.007208743876595
25.900000000000098,1.991869360464062
26.000000000000099,1.963219393647643
26.100000000000101,1.924581928522520
26.200000000000102,1.878209809266826
26.300000000000104,1.825571852930003
26.400000000000105,1.767575938520420
26.500000000000107,1.704727984725417
26.600000000000108,1.637238781165839
26.700000000000109,1.565091900806960
26.800000000000111,1.488083404697562
26.900000000000112,1.405840969318722
27.000000000000114,1.317827489963590
27.100000000000115,1.223332393583160
27.200000000000117,1.121452880111508
27.300000000000118,1.011067236038376
27.400000000000119,0.890803639197898
27.500000000000121,0.759011403982971
27.600000000000122,0.613749078940433
27.700000000000124,0.452817883363952
27.800000000000125,0.273892938743644
27.900000000000126,0.074839686881200
28.000000000000128,-0.145661645881166
28.100000000000129,-0.387067568181236
28.200000000000131,-0.645532507248405
28.300000000000132,-0.912530716710260
28.400000000000134,-1.174596541566479
28.500000000000135,-1.415382715299609
28.600000000000136,-1.619989765864720
28.700000000000138,-1.779375930402964
28.800000000000139,-1.892098240265405
28.900000000000141,-1.962768419540613
29.000000000000142,-1.998964931094317
29.100000000000144,-2.008577498547516
29.200000000000145,-1.998363004311752
29.300000000000146,-1.973511076269213
29.400000000000148,-1.937749532954284
29.500000000000149,-1.893636887546305
29.600000000000151,-1.842862979982104
29.700000000000152,-1.786493351878344
29.800000000000153,-1.725147515114754
29.900000000000155,-1.659120810386611
30.000000000000156,-1.588463343131470
